logBB	label	smi
	1	OCCN2C(=O)C(O)N=C(c1ccccc1F)c3cc(Cl)ccc23 
	1	O=C1NCNC1(c2ccccc2)c3ccccc3 
	1	CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(C)=O 
	1	CN(C)CCOC(C)(c1ccccc1)c2ccccn2 
	1	CC5(C)OC4CC3C2CCC1CC(=O)CCC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO 
	1	Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)n3c(=O)[nH]c4ccccc34 
	1	CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c2ccccc2Cl 
	1	Cn3cc(CCN1CCN(CC1)c2ccccc2Cl)cn3 
	1	CN(C)CCCN2Cc1ccccc1C(=C)c3ccccc23 
	1	Clc1ccc(cc1)C(=O)NCCCN2CCOCC2 
	1	CN1CCC2(C)CC(C1)Cc3ccc(O)cc23 
	1	CCc1ccccc1n3c(C)nc2ccccc2c3=O 
	1	CCC1(C(=O)N(COC)C(=O)N(COC)C1=O)c2ccccc2 
	1	NC(=O)OC1(CCCCC1)C#C 
	1	CCC1(C)CC(=O)NC1=O 
	1	CCN1C(=O)NC(C1=O)c2ccccc2 
	1	CCCl 
	1	CCc3cc2C(=NCc1nnc(C)n1c2s3)c4ccccc4Cl 
	1	CCOC(=O)c1cncn1C(C)c2ccccc2 
	1	CNC2CCc1ncsc1C2 
	1	CCC(N)Cc1c[nH]c2ccccc12 
	1	ClCCC(=O)NCCc1ccccc1 
	1	Oc1ccccc1c2nnco2 
	1	CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3 
	1	CN(C)CCCn2cc(c1ccccc1)c(n2)c3ccccc3 
	1	Fc1ccccc1C2=NCCN(CC(F)(F)F)c3ccc(Cl)cc23 
	1	COc1ccccc1N3CCN(CCCC(=O)c2ccc(F)cc2)CC3 
	1	CN(C)C3CCc2[nH]c1c(F)cc(F)cc1c2C3 
	1	OC(COC1(CCCCC1)C#C)CN2CCN(CC2)c3ccc(F)cc3 
	1	CN2C(=O)CN=C(c1ccccc1F)c3cc(Cl)ccc23 
	1	CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CO
	1	CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(=O)C(C)(C)C
	1	CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O5)C(=O)CO 
	1	CC(=O)OCC(=O)C14OC(C)(C)OC1CC5C3CC(F)C2=CC(=O)C=CC2(C)C3C(O)CC45C 
	1	CN2C(=O)CN=C(c1ccccc1F)c3cc(ccc23)N(=O)=O 
	1	CC12CC(O)C3(F)C(CC(F)C4=CC(=O)C=CC43C)C2CC(O)C1(O)C(=O)CO
	1	CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO 
	1	CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4C(=O)CO 
	1	CC3CC2C1CCC(O)(C(C)=O)C1(C)CC(O)C2(F)C4(C)C=CC(=O)C=C34 
	1	CN1CCN(CC1)C3=Nc2cc(F)ccc2Cc4ccccc34 
	1	CC(OC(C)=O)C(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C 
	1	OCCN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 
	1	CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(=C)C4(O)C(=O)CO 
	1	CC13C=CC(=O)C=C1C(F)CC4C2CCC(O)(C(=O)CO)C2(C)CC(O)C34 
	1	CCCCC(=O)OC3(CCC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)CO 
	1	CNCCSC2=Cc1ccccc1Oc3ccc(F)cc23 
	1	CC5(C)OC4CC3C2CC(F)C1=CC(=O)CCC1(C)C2C(O)CC3(C)C4(O5)C(=O)CO
	1	FC(F)(F)COC=C 
	1	Fc1ccc(cc1)N2CNC(=O)C24CCN(CCCC(=O)c3ccc(F)cc3)CC4 
	1	Fc1ccccc1C3=NCC(=O)N(CC2CC2)c4ccc(Cl)cc34 
	1	CC(Cc1ccccc1)N(C)Cc2ccco2 
	1	COc2ccc3CN(C)CCC14C=CC(O)CC1Oc2c34 
	1	CN(C)CCC(C1CCCCC1)c2ccccc2 
	1	Nc2nc1n(COC(CO)CO)cnc1c(=O)[nH]2 
	1	CCC1(CCC(=O)NC1=O)c2ccccc2 
	1	NC(=N)NCCCOc1ccccc1 
	1	FC(F)(F)CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23 
	1	CC4CC3C2CC(F)C1=CC(=O)C(=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CO)Cl 
	1	OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3 
	1	CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2 
	1	CN1CCC(CC1)OC3c2ccccc2CCc4ccccc34 
	1	CN2C(=O)NC(=O)C(C)(C1=CCCCC1)C2=O 
	1	CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3 
	1	OCCN4CCCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 
	1	COc1ccc2CC5C3CCC(=O)C4Oc1c2C34CCN5C 
	1	CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C 
	1	CCCC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C)C(=O)COC(=O)CC 
	1	CCCC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1(C)C2C(O)CC34C)C(=O)CO 
	1	CN2CCC14C3CCC(=O)C1Oc5c(O)ccc(CC23)c45 
	1	CCOC(=O)C1(CCN(C)CC1)c2cccc(O)c2 
	1	CCC(O)(COC(N)=O)c1ccccc1 
	1	OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3 
	1	CCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(O)CC34C)C(=O)COC(C)=O 
	1	CCC1(NCC(=O)NC1=O)c2ccccc2 
	1	CN(C)CCCN2c1ccccc1CCc3ccccc23 
	1	C1CC(CCN1)CCc2c[nH]c3ccccc23 
	1	CN(C)CC#CC=C2c1ccccc1C=Cc3ccccc23 
	1	CN(C)CCCn2c1CCCCCCc1c3ccccc23 
	1	CC(C)NNC(=O)c1ccncc1 
	1	FC(F)OC(Cl)C(F)(F)F 
	1	CCC(=O)C(C(C)CN(C)C)(c1ccccc1)c2ccccc2 
	1	CC13CCC(=O)C=C1C=CC4C2CC(=C)C(O)(C(=O)CO)C2(C)CC(O)C34 
	1	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12
	1	CN(C)CCCN1c2ccccc2CC(=O)c2ccccc12
	1	Oc4cccc5CC2C1CCC(=O)CC1(CCN2CC3CC3)c45 
	1	NC(Cc1ccc(O)c(O)c1)C(O)=O 
	1	COc3ccc2Sc1ccccc1N(CC(C)CN(C)C)c2c3 
	1	CNCC(O)CC13CCC(c2ccccc12)c4ccccc34 
	1	CCOC1CCN(C1)C(=O)c4cc(c2ccccc2)c(=O)n5CCc3ccc(Cl)cc3c45 
	1	C1CC(CCN1)OCc3ccc2ccccc2c3 
	1	CN1C(CCCC1CC(=O)c2ccccc2)CC(O)c3ccccc3 
	1	OC1CCN(CC1)c2ccc(nn2)c3ccccc3Cl 
	1	OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O 
	1	Clc1ccc(nn1)N2CCN(CC2)CC=Cc3ccccc3 
	1	ClC(=Cn1cncn1)c2ccc(Cl)cc2Cl 
	1	CN3CC2Cc1ccc(Cl)cc1C(C2C3)c4ccccc4 
	1	CNCCCC13CCC(c2ccccc12)c4ccccc34
	1	CN1CCC3=C(CC1)c2ccccc2Oc4ccccc34 
	1	CC(C)Oc1ccccc1N2CCN(CC2)Cc3cccc(c3)C(=O)N4CCCCC4 
	1	CN(C)CC(Oc1ccccc1)Oc2ccccc2 
	1	COc3ccc(CCN1CCN(CC1)c2ccccc2Cl)cc3OC 
	1	CN2C(=O)CN=C(C1=CCCCC1)c3cc(ccc23)N(=O)=O 
	1	CCC1(NC(=O)N(C)C1=O)c2ccccc2 
	1	CCC1(C(=O)NC(=O)N(C)C1=O)c1ccccc1
	1	Cc3cc(CCN1CCN(CC1)c2cccc(Cl)c2)n[nH]3 
	1	CC4CC3C2CCC1=CC(=O)C=CC1(C)C2C(=O)CC3(C)C4(O)C(=O)CO 
	1	CCCC(C)(COC(N)=O)COC(N)=O 
	1	COCC3CN=C(c1ccccc1Cl)c2cc(Br)ccc2N3C 
	1	CC(N(C)C)C(=O)c1ccccc1 
	1	CNC2Cc1ccccc1N(C)c3ccccc23 
	1	Cc2cc(C)cc(OCC1CNC(=O)O1)c2 
	1	CC2C3Cc1ccc(O)cc1C2(C)CCN3C 
	1	CCC1(N(C)C(=O)NC1=O)c1ccccc1
	1	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2 
	1	Cc1ccccc1n3c(C)nc2ccccc2c3=O 
	1	CC1(C)NC(=O)C(O1)C=Cc2ccccc2 
	1	CSc3ccc2Sc1ccccc1N(CC(C)CN(C)C)c2c3 
	1	COc3ccc2Sc1ccccc1N(CCCN(C)C)c2c3 
	1	CN1C(=O)CC(C)(C1=O)c1ccccc1
	1	COC(=O)C(C1CCCCN1)c2ccccc2 
	1	CC3CC2C1CCC(O)(C(=O)CO)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34 
	1	CCC(=O)OC3(CCC4C2CC(C)C1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)COC(C)=O 
	1	CC3CC2C1CCC(O)(C(=O)COC(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34 
	1	CCC1(CC)C(=O)NCC(C)C1=O 
	1	CSc1ccc2c(c1)C(Cc1ccccc1S2)N1CCN(C)CC1
	1	COC(=O)c1cncn1C(C)c2ccccc2 
	1	CC(N)COc1c(C)cccc1C 
	1	CNCCCN2Cc1ccccc1Cc3ccccc23 
	1	Cc3ncc4CN=C(c1ccccc1F)c2cc(Cl)ccc2n34 
	1	Fc1ccc(cc1)C(=O)C4CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc23)CC4 
	1	COc4cc3[nH]c(C)c(CCN1CCN(CC1)c2ccccc2OC)c3cc4OC 
	1	CCN(CC)C(=O)C1(CC1CN)c2ccccc2 
	1	COc4ccc3c(C2CCN(CCCC(=O)c1ccc(F)cc1)CC2)c(C)[nH]c3c4 
	1	O=C(N(C1CCN(CC1)CCc2ccccc2)c3cnccn3)c4ccco4 
	1	Cc1nccnc1N2CCCCC2 
	1	NCC(CCc1ccc(F)cc1)=CF 
	1	CCc2c(C)[nH]c3CCC(CN1CCOCC1)C(=O)c23 
	1	CN(C)CCC2(CCc1ccccc1C2=O)c3ccccc3 
	1	Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC=C 
	1	C5CC(CN1CCC(C1)c2ccccc2)c4ccc3OCOc3c4C5 
	1	CC1CN(C)CC2Cc3c(OC12O)ccc4ccccc34 
	1	CC(C)(C)CC1(CC=C)C(=O)NC(=O)NC1=O 
	1	NCC2CN(Cc1ccccc1)C(=O)C2 
	1	CN3CCOC(c1ccccc1)c2ccccc2C3 
	1	CNc1cc(OC)c(cc1Cl)C(=O)NC3CCN(Cc2ccccc2)C3C 
	1	COc3cc2CC(=NN=C(c1ccc(N)cc1)c2cc3OC)C 
	1	COc2ccc3CC6C4CCC(OC(=O)c1cccnc1)C5Oc2c3C45CCN6C 
	1	O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O 
	1	Fc1ccc(cc1)C(=O)CCCN3CC2CCC(CC2)C3 
	1	COc1ccc2CC4NCCC35C(Oc1c23)C(O)C=CC45 
	1	CCC(=O)C(CCN(C)C)(c1ccccc1)c2ccccc2 
	1	COCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3F 
	1	CN2CCc1cc(Cl)c(O)cc1C(C2)c3cccc4CCOc34 
	1	CN1CCN(CC1)C3=Nc2ccccc2Nc4sc(C)cc34 
	1	OCCN4CCN(CCCN2c1ccccc1C=Cc3ccccc23)CC4 
	1	FC(F)(F)c5ccc4Sc1ccccc1N(CCCN3CCN(CCC2OCCCO2)CC3)c4c5 
	1	CCCC1OC1(CC)C(N)=O 
	1	CC3CN2CC(=O)Nc1ccc(Cl)cc1C2(O3)c4ccccc4 
	1	Oc4ccc3CC1N(CCC2(CCCCC12O)c3c4)CC5CC5 
	1	CC(CN(C)C)CN2c1ccccc1S(=O)(=O)c3ccccc23 
	1	COc4cc3[nH]c(C)c(CCN1CCN(CC1)c2ccccc2)c3cc4OC 
	1	COc4ccc3Sc1ccccc1N(CCC2CCCCN2C)c3c4 
	1	CC(=O)Nc1ccc(O)cc1 
	1	CCC1(C)OC(=O)N(C)C1=O 
	1	CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC3(C)C4(O)C(=O)CO 
	1	CCC(=O)Nc1ccc(O)cc1 
	1	NC(=O)CN1C(=O)COc2ccccc12 
	1	CN1CCCC(C1)CN3c2ccccc2Sc4ccccc34 
	1	Nc2nc1n(CCC(CO)CO)cnc1c(=O)[nH]2 
	1	CC(C)CCNCC2COc1ccccc1O2 
	1	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O 
	1	C1CCn2nnnc2CC1
	1	OC4CCN(CCCN2c1ccccc1Sc3ccc(C#N)cc23)CC4 
	1	COc4ccc3Sc1ccccc1N(CC(C)CN2CCC(O)CC2)c3c4 
	1	OC(CN1CCCCC1)c2cc(on2)c3ccccc3 
	1	CN1CCN(CC1)C3=Nc2ccccc2Cc4ccccc34 
	1	CC(=O)OC(C1CCCCN1)c2ccccc2 
	1	CC(C)(O)C(C)(O)c1ccc(Cl)cc1 
	1	C1CCN(CC1)C2(CCCCC2)c3ccccc3 
	1	CC1C(OCCN1C)c2ccccc2 
	1	NNCCc1ccccc1 
	1	CC(Cc1ccccc1)NN 
	1	CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 
	1	Oc5ccc4CC2C1CCCCC1(CCN2CCc3ccccc3)c4c5 
	1	NC(=O)OCCCc1ccccc1 
	1	CN1CCC(CC1)=C3c2ccccc2Sc4ccccc34 
	1	CCOC(=O)C2(CCN(CCCNc1ccccc1)CC2)c3ccccc3 
	1	Clc3ccc2N(CC#C)C(=O)CN=C(c1ccccc1)c2c3 
	1	OCCN4CCN(CCC=C2c1ccccc1COc3ccc(Cl)cc23)CC4 
	1	CN(C)S(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CCO)CC2)c3c4 
	1	OC(C1CCCCN1)(c2ccccc2)c3ccccc3 
	1	C4Oc3ccc(CN1CCN(CC1)c2ncccn2)cc3O4 
	1	CN1CCC(CC1)=C3c2ccccc2CCc4sccc34 
	1	Clc4ccc3N(CC1CC1)C(=O)CN=C(c2ccccc2)c3c4 
	1	CN(C)CCCN2Cc1ccccc1Cc3ccccc23 
	1	CC13C=CC(=O)C=C1CCC4C2CCC(O)(C(=O)CO)C2(C)CC(O)C34 
	1	CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C 
	1	CC34CC(O)C1C(CCC2=CC(=O)C=CC12C)C3CCC4(O)C(=O)COC(=O)CCC(O)=O 
	1	CCCCC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)CO 
	1	CC(=O)C3CCC4C2CCC1CC(O)CCC1(C)C2CCC34C
	1	Cc2c1C(=NCC(=O)Nc1cn2C)c3ccccc3 
	1	COc1ccc(C#N)cc1C(=O)NCCN2CCC(CC2)C(=O)c3ccc(F)cc3 
	1	CCC1(C(=O)NCNC1=O)c2ccccc2 
	1	CCC(=O)OCC(=O)C14OC(C)(C)OC1CC5C3CC(F)C2=CC(=O)C=CC2(C)C3(F)C(O)CC45C 
	1	CCCNC(=O)N1CC(OC1=O)c2ccccc2 
	1	CN(C)CCCN2c1ccccc1Sc3ccccc23 
	1	CC(CN2c1ccccc1Sc3ccccc23)N(C)C 
	1	CCC(=O)c3ccc2Sc1ccccc1N(CC(C)N(C)C)c2c3 
	1	CCCOC(=O)c1cncn1C(C)c2ccccc2 
	1	CCCN1CCCC1CNC(=O)c2cc(ccc2OC)S(N)(=O)=O 
	1	CN(C)CCCN2c1ccccc1Sc3cccnc23 
	1	CNCCCC2c1ccccc1C=Cc3ccccc23 
	1	CCC1(CC)C(=O)NC=CC1=O 
	1	CCCC(N1CCCC1)C(=O)c2ccc(C)cc2 
	1	Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23 
	1	C1CN2CCC1C(C2)N4c3ccccc3CCc5ccccc45 
	1	CN1C(=O)CSC1=CC(=O)Nc2c(C)cccc2Cl 
	1	CN2C(=O)CC(=O)N(c1ccccc1)c3c(C)n[nH]c23 
	1	CCOc1ccccc1OC(C2CNCCO2)c3ccccc3 
	1	CCN1CCCC1CNC(=O)c2c(OC)ccc(Br)c2OC 
	1	O=C3N(CCCN1CCN(CC1)c2ncccn2)S(=O)(=O)c4ccccc34 
	1	CN1CCN(CC1)C3=Cc2cc(Cl)ccc2C(=CC#N)c4ccccc34 
	1	Nc2nc1ccc(OC(F)(F)F)cc1s2 
	1	COC(F)(F)C(F)Br 
	1	COc1cc(cc(OC)c1OC)C(=O)C=CN2CC=CC2 
	1	O=C1CCC2CCC(=O)N12 
	1	Cc4cccc(C=NN1CCN(CC1)C(c2ccccc2)c3ccccc3)n4 
	1	NC(=O)c2cn(Cc1c(F)cccc1F)nn2 
	1	CN(C1CCN(CC1)CC(O)COc2ccc(F)cc2)c4nc3ccccc3s4 
	1	CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O 
	1	NCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2 
	1	CNC2CCC(c1ccc(Cl)c(Cl)c1)c3ccccc23 
	1	Cc2nc1SCCn1c(=O)c2CCN3CCC(CC3)C(=O)c4ccc(F)cc4 
	1	CN1CCN(CC1)c2ncc(c(N)n2)c3cc(Cl)cc(Cl)c3Cl 
	1	Clc1ccc(cc1)C3C2CCC(C2)C34CCC(=N4)N5CCOCC5 
	1	O=C2NCN(c1ccccc1)C23CCN(CC3)CC5COc4ccccc4O5 
	1	CCC(=O)N(c1ccccc1)C3(CCN(CCc2cccs2)CC3)COC 
	1	CN2C(=S)CN=C(c1ccccc1)c3cc(Cl)ccc23 
	1	Cc2cc(NS(=O)(=O)c1ccc(N)cc1)no2 
	1	CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC 
	1	CN1CCCCC1CCN3c2ccccc2Sc4ccc(cc34)S(C)(=O)=O 
	1	CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(N)(=O)=O 
	1	O=C1NCCCC1N3C(=O)c2ccccc2S3(=O)=O 
	1	C3CCN2CC4c1ccccc1CCc5cccc(C2C3)c45 
	1	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O 
	1	CN2C(=O)C(O)N=C(c1ccccc1)c3cc(Cl)ccc23 
	1	CN1CCN(CC1)C3=Nc2cscc2C(=CC#N)c4cscc34 
	1	C1COC(CN1)COc2ccccc2Cc3cccs3 
	1	CN2C(=O)CN=C(C1=CCCCC1)c3cc(Cl)ccc23 
	1	CCCC(CC)C1(CC)C(=O)NC(=S)NC1=O 
	1	CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O 
	1	CCC(=O)OC3(C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)SC 
	1	CN(C)CCCN2c1ccccc1C=Cc3sccc23 
	1	CCN4CCc3[nH]c2cc(F)c1scc(C)c1c2c3C4 
	1	CCNC1(CCCCC1=O)c2cccs2 
	1	CSC(=O)C3(O)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C 
	1	CCCC1(C)COB(OC1)c2ccc(C)cc2 
	1	Cc1cccc(c1)N2CC(CO)OC2=O 
	1	CNCCC(Oc1ccccc1C)c2ccccc2 
	1	Cc1ccccc1N3CCN(CCCOc2ccccn2)CC3 
	1	COc1cc2c(cc1OC)C(CN(C)CC2)c1ccccc1
	1	CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO 
	1	CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O 
	1	CC(C)(C)CC(=O)OCC(=O)C14OC(C)(C)OC1CC5C3CC2=CC(=O)C=CC2(C)C3(F)C(O)CC45C 
	1	Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34 
	1	Oc1ccc(NC(=O)C(Cl)(Cl)Cl)cc1 
	1	CN2C(=O)CC(=O)N(c1ccccc1)c3cc(ccc23)C(F)(F)F 
	1	CC(CN(C)C)CN2c1ccccc1Sc3ccc(cc23)C(F)(F)F 
	1	CN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4 
	1	OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3cccc(c3)C(F)(F)F 
	1	CN(C)CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F 
	1	CN1C(=O)OC(C)(C)C1=O 
	1	COc2cc(Cc1cnc(N)nc1N)cc(OC)c2OC
	1	CC(CN(C)C)CN2c1ccccc1CCc3ccccc23 
	1	COc4cccc(C(=O)NC1CC2CCC(C1)N2Cc3ccccc3)c4OC 
	1	CN2C(CO)CN=C(c1ccccc1Cl)c3cc(Cl)ccc23 
	1	CCCCNC(=O)OCC(C)(CCC)COC(N)=O 
	1	CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CCl 
	1	CCC(CC)(CC=C)C(N)=O 
	1	CCC(C)C(CC)C(N)=O 
	1	COC3OC2OC4(CN1CCCCC1)C(O)CC(C2C)C34 
	1	CCCC(CCC)C(N)=O 
	1	CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O 
	1	CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O 
	1	CCCCCCOc1nsnc1C2=CCCN(C)C2 
	1	CCN(C(C)=O)c1cccc(c1)c2ccnc3c(C#N)cnn23 
	1	CN(C)CC=C(c1ccc(Br)cc1)c2cccnc2 
	1	CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3
	1	CN2C(=O)CC(=O)N(c1ccccc1)c3c(C)nn(C)c23 
	1	Cc2nn(C)c3NCCN=C(c1cccc(Cl)c1)c23 
	0	CC(C)(C)C(=O)OCOC(=O)C1N3C(SC1(C)C)C(N=CN2CCCCCC2)C3=O
	0	CN(C)C4C3CC2Cc1ccc(N)c(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O 
	0	CC3(C)SC2C(NC(=O)C(N)c1ccc(O)cc1)C(=O)N2C3C(O)=O 
	0	CC3(C)SC2C(NC(=O)C(N)c1ccccc1)C(=O)N2C3C(O)=O 
	0	CC(=O)C5(N)CC(OC1CC(O)C(O)CO1)c4c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c4C5 
	0	NCCC(O)CNC2CC(N)C(OC1OC(CN)C(O)C(O)C1O)C(O)C2OC3OC(CO)C(O)C(N)C3O 
	0	CC1=C(N3C(SC1)C(NC(=O)C(N)c2ccccc2)C3=O)C(=O)OCC(=O)OC(C)(C)C 
	0	CC(=O)OCC1=C(N3C(SC1)C(NC(=O)Cc2ccccc2)C3=O)C(O)=O 
	0	Cc4nnc(SCC1=C(N3C(SC1)C(NC(=O)Cn2cnnn2)C3=O)C(O)=O)s4 
	0	CCC=C(C(=O)NC2C1SCC(=C(N1C2=O)C(O)=O)COC(N)=O)c3csc(N)n3 
	0	CC1=C(N3C(SC1)C(NC(=O)C(N)c2ccc(O)c(Cl)c2)C3=O)C(O)=O 
	0	CC(=O)OCC1=C(N4C(SC1)C(NC(=O)c2c(C)onc2c3ccccc3Cl)C4=O)C(O)=O 
	0	COC3(NC(=O)Cc1cccs1)C2SCC(=C(N2C3=O)C(O)=O)COC(N)=O 
	0	CC(=O)C4=C(O)C(N)C3Cc2c(C)c1ccc(C)c(O)c1c(O)c2C(=O)C3(O)C4=O 
	0	CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)ccc(Cl)c3C4(C)O 
	0	COC(C(=O)NC2C1SC(C)(C)C(N1C2=O)C(O)=O)c3ccc(Cl)c(Cl)c3 
	0	CN(C)C4C3CC2C(O)c1c(Cl)ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O 
	0	Cc1onc(c1C(=O)NC3C2SC(C)(C)C(N2C3=O)C(O)=O)c4c(Cl)cccc4Cl 
	0	CC3C2C(O)C1C(N(C)C)C(=C(C(N)=O)C(=O)C1(O)C(=C2C(=O)c4c(O)cccc34)O)O 
	0	CC3(C)SC2C(NC(=O)C(N)C1=CCC=CC1)C(=O)N2C3C(O)=O 
	0	COc4cccc5C(=O)c3c(O)c2CC(O)(CC(OC1CC(N)CC(C)O1)c2c(O)c3C(=O)c45)C(=O)CO 
	0	CCNCC(O)c1cccc(O)c1 
	0	CC(C)c1ccccc1OCC2=NCCN2 
	0	Cc1onc(c1C(=O)NC3C2SC(C)(C)C(N2C3=O)C(O)=O)c4c(F)cccc4Cl 
	0	CCC3OC(=O)C(C)C(OC1CC(C)(OC)C(O)C(C)O1)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)(F)C(=O)C(C)C(O)C3(C)O 
	0	CCC1NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC1=O)C(C)C
	0	CC(N)Cc1ccc(O)cc1 
	0	CC3(C)SC2C(NC(=O)C(C)(C)Oc1ccccc1)C(=O)N2C3C(O)=O 
	0	COC1C(CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC3OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(C3O)N(C)C)OC(C)=O 
	0	NCC3OC(OC2C(N)CC(N)C(OC1OC(CO)C(O)C(N)C1O)C2O)C(O)C(O)C3O 
	0	CCN(CC)CC(=O)Nc1c(C)cccc1C 
	0	CN(C)C4C3C(O)C2C(=C)c1cccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O
	0	CN(Cc2cnc1nc(N)nc(N)c1n2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O 
	0	CNC(C)C(=O)c1ccc(OC)cc1 
	0	CCOc2ccc1ccccc1c2C(=O)NC4C3SC(C)(C)C(N3C4=O)C(O)=O 
	0	CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)N(=O)=O)C(=O)OC)C 
	0	CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N3CCNCC3 
	0	CN(C)CCOC(c1ccccc1)c2ccccc2C 
	0	Cc2onc(c1ccccc1)c2C(=O)NC4C3SC(C)(C)C(N3C4=O)C(O)=O 
